City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
609,General Roca,AR,-39.0333,-67.5833,53.62,38,66,29.42,broken clouds
610,Palau,PW,7.503,134.621,76.96,88,100,4.61,overcast clouds
611,Saint-Denis,FR,48.9167,2.3333,83.23,38,0,10.36,clear sky
612,Sur,OM,22.5667,59.5289,86.5,77,75,10.4,broken clouds
613,Moron,AR,-34.6534,-58.6198,53.96,97,75,8.1,broken clouds
614,Waingapu,ID,-9.6567,120.2641,71.89,69,29,10.31,scattered clouds
615,Pacific Grove,US,36.6177,-121.9166,64.22,85,50,4.0,scattered clouds
616,Poso,ID,-1.3959,120.7524,77.47,88,100,3.6,overcast clouds
617,Prudnik,PL,50.3212,17.5746,69.94,56,66,6.58,broken clouds
618,Kifri,IQ,34.6959,44.9661,107.92,8,0,5.55,clear sky
619,Priargunsk,RU,50.3691,119.1012,60.3,94,100,5.37,overcast clouds
620,Iranshahr,IR,27.2025,60.6848,102.54,25,100,4.61,haze
621,Brigantine,US,39.4101,-74.3646,91.2,61,0,11.5,clear sky
622,Araouane,ML,18.9048,-3.5265,107.2,14,10,10.22,clear sky
623,Aguada De Pasajeros,CU,22.385,-80.8508,85.64,64,100,5.91,overcast clouds
624,Rocky Mountain House,CA,52.3668,-114.9188,53.71,87,83,1.14,broken clouds
625,Sisophon,KH,13.5859,102.9737,78.94,89,100,8.68,light rain
626,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,78.73,47,0,9.62,clear sky
627,Porto Santo,PT,33.072,-16.3415,71.98,60,75,12.66,broken clouds
628,Awjilah,LY,29.1081,21.2869,99.55,16,0,16.98,clear sky
629,Floro,NO,61.5996,5.0328,55.47,94,75,17.27,drizzle rain
630,Sept-Iles,CA,50.2001,-66.3821,67.05,47,75,5.75,broken clouds
631,Isla Mujeres,MX,21.2311,-86.731,86.05,65,15,5.82,few clouds
632,Naze,JP,28.3667,129.4833,77.92,90,98,7.38,overcast clouds
633,Ergani,TR,38.2653,39.7621,92.59,13,1,2.64,clear sky
634,Hailar,CN,49.2,119.7,59.52,93,100,8.93,overcast clouds
635,Longhua,CN,23.6137,114.1919,76.39,99,100,1.57,overcast clouds
636,Morada Nova,BR,-5.1067,-38.3725,89.37,38,8,11.1,clear sky
637,Pidhorodne,UA,48.5753,35.1068,91.96,25,50,6.49,scattered clouds
638,Biak,ID,-0.9131,122.8766,75.92,87,100,4.63,light rain
639,Arman,RU,59.7,150.1667,52.21,95,22,4.54,few clouds
640,Goderich,CA,43.7501,-81.7165,70.12,68,100,4.61,overcast clouds
641,Napierville,CA,45.1865,-73.4047,71.73,65,81,4.61,broken clouds
642,Ha Tinh,VN,18.3333,105.9,80.19,89,100,2.1,heavy intensity rain
643,Uarini,BR,-2.99,-65.1083,88.43,53,5,4.18,clear sky
644,Lebowakgomo,ZA,-24.2,29.5,72.5,31,0,5.21,clear sky
645,Arawa,PG,-6.2132,155.5367,76.28,89,76,4.68,light rain
646,Kayerkan,RU,69.3497,87.7602,52.12,89,100,4.12,overcast clouds
647,Mangai,CD,-4.05,19.5333,95.29,18,19,2.93,few clouds
648,Kalmunai,LK,7.4167,81.8167,84.52,66,100,4.61,overcast clouds
649,Genhe,CN,50.7833,121.5167,55.15,99,84,3.8,broken clouds
650,Diego De Almagro,CL,-26.3667,-70.05,65.32,18,99,3.27,overcast clouds
651,Ola,RU,59.5833,151.2833,53.31,89,75,3.02,broken clouds
652,Kiama,AU,-34.6833,150.8667,58.37,94,100,1.99,light rain
653,Shanhetun,CN,44.7,127.2,71.01,98,100,4.56,overcast clouds
654,Boa Vista,BR,2.8197,-60.6733,84.18,74,75,4.61,broken clouds
655,Bobo Dioulasso,BF,11.1771,-4.2979,89.8,47,21,4.74,few clouds
656,Kutum,SD,14.2,24.6667,91.17,16,0,3.02,clear sky
657,Nara,JP,34.6851,135.8049,80.49,57,0,1.23,clear sky
658,Huanren,CN,41.2647,125.3667,72.48,98,100,2.15,light rain
659,Huilong,CN,31.8111,121.655,81.59,86,83,8.84,broken clouds
660,Mahibadhoo,MV,3.7833,72.9667,82.74,77,99,10.02,light rain
661,Kpandae,GH,8.4689,-0.0113,87.39,54,87,5.12,overcast clouds
662,Kampot,KH,10.6167,104.1833,82.45,85,99,8.3,overcast clouds
663,Bambanglipuro,ID,-7.95,110.2833,77.27,86,100,7.61,overcast clouds
664,Grindavik,IS,63.8424,-22.4338,58.95,82,75,16.11,broken clouds
665,Diapaga,BF,12.0708,1.7889,97.83,30,39,6.02,scattered clouds
666,Port Hedland,AU,-20.3167,118.5667,51.85,54,6,8.05,clear sky
667,Mezhdurechensk,RU,53.6942,88.0603,57.74,98,100,7.0,light rain
668,Aykhal,RU,66.0,111.5,56.05,77,84,6.49,light rain
669,Salalah,OM,17.0151,54.0924,78.89,94,100,5.75,light intensity drizzle
670,Powell,US,40.1578,-83.0752,79.61,88,75,6.91,moderate rain
671,Cairns,AU,-16.9167,145.7667,62.06,93,1,6.91,clear sky
672,Hovd,MN,48.0056,91.6419,65.14,29,1,11.03,clear sky
673,Maridi,SS,4.9158,29.4742,81.28,60,99,4.12,overcast clouds
674,Yar-Sale,RU,66.8333,70.8333,63.81,65,99,6.89,overcast clouds
675,Concarneau,FR,47.875,-3.9225,79.09,49,37,11.25,scattered clouds
676,Bardiyah,LY,31.7561,25.0865,83.21,48,0,16.04,clear sky
677,Zaraysk,RU,54.7653,38.8836,81.18,61,98,5.93,overcast clouds
678,Nuevo Laredo,MX,27.4763,-99.5164,88.07,65,40,13.8,scattered clouds
679,Amparafaravola,MG,-17.5833,48.2167,59.97,84,0,6.51,clear sky
680,Labuhan,ID,-6.8844,112.2051,78.48,83,93,3.0,overcast clouds
681,Svarstad,NO,59.399,9.9698,66.99,47,95,14.67,light rain
682,Lewistown,US,40.5992,-77.5714,84.87,94,75,5.75,broken clouds
683,Primorsk,UA,46.7348,36.3443,82.87,46,0,6.08,clear sky
684,Ulu-Telyak,RU,54.9086,56.9669,58.64,99,99,3.58,moderate rain
685,Yambio,SS,4.5721,28.3955,82.74,59,50,3.62,scattered clouds
686,Beyneu,KZ,45.3167,55.2,79.23,25,3,17.02,clear sky
687,Vostok,RU,46.4856,135.8833,65.01,94,13,4.32,few clouds
688,Svetlyy,RU,54.675,20.1347,66.96,62,23,12.62,few clouds
689,Zatoka,UA,46.0725,30.4654,80.44,52,0,9.48,clear sky
690,Uchiza,PE,-8.4592,-76.4633,80.08,58,42,2.33,scattered clouds
691,Usinsk,RU,65.9939,57.5281,77.67,49,9,8.66,clear sky
692,Srednekolymsk,RU,67.45,153.6833,47.84,90,100,11.12,moderate rain
693,Coahuayana,MX,18.7333,-103.6833,83.61,71,59,0.51,broken clouds
694,Sapele,NG,5.8941,5.6767,83.79,71,76,6.33,light rain
695,Kalat,PK,29.0225,66.5916,70.03,70,100,14.2,heavy intensity rain
696,Shemursha,RU,54.8866,47.5189,73.78,65,16,6.13,few clouds
697,Gasa,PS,31.5,34.4667,87.87,58,0,11.68,clear sky
698,Guanica,PR,17.9716,-66.908,89.04,75,5,14.67,clear sky
